종목명,현재가,전일비,등락률,액면가,거래량,시가총액,영업이익,PER,ROA,시장
상상인증권,763,4,-0.52%,1000,76899,827,-8,13.16,0.62,KOSPI
대원전선,1146,10,0.88%,500,1303664,825,13,19.1,0.56,KOSPI
대호에이엘,1239,1,-0.08%,500,593758,821,93,11.58,3.92,KOSPI
HL D&I,2165,0,0.00%,5000,15083,820,526,6.35,1.57,KOSPI
유니온,5210,10,0.19%,500,89805,813,29,21.35,-2.46,KOSPI
KC코트렐,1592,2,0.13%,500,459842,811,36,-4.03,-6.25,KOSPI
사조오양,8590,20,-0.23%,5000,9621,809,102,5.07,2.59,KOSPI
조광페인트,6310,80,-1.25%,500,4268,808,-16,-17.15,-1.98,KOSPI
지엠비코리아,4225,5,0.12%,500,9424,806,111,11.61,2.25,KOSPI
고려산업,3225,35,1.10%,1000,81519,804,44,14.02,0.16,KOSPI
대동전자,7630,30,0.39%,500,8055,800,22,5.46,3.72,KOSPI
에코프로비엠,243000,500,-0.21%,500,439934,237657,3807,142.77,11.36,KOSDAQ
에코프로,695000,8000,-1.14%,500,171838,185062,6132,-322.36,5.04,KOSDAQ
셀트리온헬스케어,73800,2600,-3.40%,1000,794993,121375,2289,281.68,3.52,KOSDAQ
포스코DX,57100,600,1.06%,500,1606446,86812,647,103.82,6.12,KOSDAQ
엘앤에프,144300,1700,-1.16%,500,160357,52306,2663,30.7,11.9,KOSDAQ
HLB,31950,50,0.16%,500,459996,41217,-747,-33.85,-11.53,KOSDAQ
알테오젠,74100,1000,1.37%,500,993501,38362,-294,638.79,-4,KOSDAQ
JYP Ent.,97100,1100,-1.12%,500,161115,34487,966,30.05,18.53,KOSDAQ
셀트리온제약,85700,4500,-4.99%,500,303922,33946,382,126.78,4.2,KOSDAQ
레인보우로보틱스,164300,900,0.55%,500,244590,31846,13,277.07,8.25,KOSDAQ
HPSP,36000,250,0.70%,500,469837,29217,852,32.97,37.45,KOSDAQ
리노공업,175500,2100,-1.18%,500,91010,26750,1366,29.21,22.92,KOSDAQ
펄어비스,40600,500,-1.22%,100,185970,26085,164,-31.67,-3.33,KOSDAQ
클래시스,39200,300,0.77%,100,132755,25392,689,28.68,27.52,KOSDAQ
에스엠,92200,1600,-1.71%,500,76089,21972,910,16.61,5.91,KOSDAQ
카카오게임즈,26500,450,-1.67%,100,152650,21866,1758,-7.61,-4.8,KOSDAQ
솔브레인,267500,1000,-0.37%,500,16708,20808,2071,16.5,19,KOSDAQ
이오테크닉스,159200,400,-0.25%,500,76347,19613,928,56.1,13.07,KOSDAQ
동진쎄미켐,37050,200,0.54%,500,331916,19049,2163,12.56,12.2,KOSDAQ
휴젤,153500,4200,-2.66%,500,77541,19012,1014,29.22,5.89,KOSDAQ
위메이드,51600,2400,-4.44%,500,473081,17439,-849,-20.59,-15.12,KOSDAQ
ISC,81700,100,0.12%,500,145314,17318,559,392.79,14.17,KOSDAQ
원익IPS,34950,100,0.29%,500,54901,17155,976,57.77,7.81,KOSDAQ
CJ ENM,77500,2300,3.06%,5000,220365,16995,1374,-6.68,-1.94,KOSDAQ
스튜디오드래곤,56400,200,-0.35%,500,54600,16953,652,44.66,5.12,KOSDAQ
주성엔지니어링,33600,600,1.82%,500,449532,16212,1239,56.95,13.74,KOSDAQ
메디톡스,219000,1000,-0.45%,500,36273,15984,467,147.18,6.23,KOSDAQ
삼천당제약,66900,2600,-3.74%,500,513765,15647,122,-2676,2.46,KOSDAQ
나노신소재,123400,900,-0.72%,500,55402,15005,168,129.62,11.45,KOSDAQ
케어젠,27500,100,-0.36%,100,73956,14772,336,39.57,11.81,KOSDAQ
더블유씨피,41900,1350,-3.12%,500,129538,14119,580,20.74,6.47,KOSDAQ
하나마이크론,29100,350,1.22%,500,1053596,13945,1035,-215.56,4.73,KOSDAQ
동화기업,66900,1300,-1.91%,500,37474,13524,724,-72.09,2.39,KOSDAQ
루닛,93100,2800,3.10%,500,613566,13256,-507,-62.4,-40.96,KOSDAQ
파라다이스,14050,0,0.00%,500,421110,12892,104,19.01,0.45,KOSDAQ
대주전자재료,82100,900,1.11%,500,51032,12710,120,-263.14,0.26,KOSDAQ
에스티팜,66600,2400,-3.48%,500,116163,12527,179,70.33,3.28,KOSDAQ
성일하이텍,99700,1000,-0.99%,500,35735,11980,483,31.84,12.62,KOSDAQ
HK이노엔,41400,350,-0.84%,500,160408,11729,525,34.16,2.1,KOSDAQ
현대바이오,29450,100,-0.34%,500,568906,11724,-264,-66.63,-21.38,KOSDAQ
파마리서치,113000,0,0.00%,500,57905,11653,659,20.59,9.59,KOSDAQ
파크시스템스,167000,200,-0.12%,500,12402,11632,326,33.03,18.6,KOSDAQ
티씨케이,99000,400,-0.40%,500,37068,11558,1270,14.97,21.62,KOSDAQ
피엔티,50800,100,0.20%,500,86329,11553,778,27.64,7.17,KOSDAQ
덕산네오룩스,46250,50,-0.11%,200,66229,11484,449,35.52,11.15,KOSDAQ
메지온,38250,1250,3.38%,500,205779,11317,-233,-48.05,-52.62,KOSDAQ
씨젠,21450,0,0.00%,500,111025,11202,1965,-437.76,12.67,KOSDAQ
파두,22850,200,-0.87%,100,773222,11126,15,-3.13,-476.45,KOSDAQ
신성델타테크,40300,250,-0.62%,500,903655,11076,321,57.08,4.18,KOSDAQ
에스앤에스텍,51600,200,0.39%,500,313907,11069,160,46.2,8.23,KOSDAQ
심텍,34650,250,0.73%,500,173206,11037,3524,-24.73,23.18,KOSDAQ
천보,105100,100,-0.10%,500,23719,10510,565,-28.93,7.01,KOSDAQ
에스에프에이,29250,300,1.04%,500,37510,10503,1609,17.93,5.53,KOSDAQ
와이지엔터테인먼트,55300,100,0.18%,500,343197,10330,466,14.35,7.01,KOSDAQ
엔켐,61600,1000,-1.60%,500,121491,10021,154,-933.33,4.01,KOSDAQ
에코프로에이치엔,65400,400,-0.61%,500,88463,10009,414,23.14,20.68,KOSDAQ
포스코엠텍,24000,100,-0.41%,500,264159,9994,64,-4000,3.05,KOSDAQ
HLB생명과학,9500,130,1.39%,500,238817,9672,-202,-20.7,-15.93,KOSDAQ
유진테크,42000,50,-0.12%,500,127780,9625,536,54.12,10.43,KOSDAQ
차바이오텍,16460,140,-0.84%,500,263270,9269,-471,-29.08,-4.43,KOSDAQ
하나머티리얼즈,46450,850,1.86%,500,88133,9175,937,14.08,17.36,KOSDAQ
레이크머티리얼즈,13940,340,2.50%,100,1149245,9163,354,31.54,14.93,KOSDAQ
기가비스,72200,3500,5.09%,200,407265,9152,338,27.42,25.91,KOSDAQ
제이시스메디칼,11910,220,-1.81%,100,292934,9108,340,32.99,28.11,KOSDAQ
원텍,10000,610,6.50%,100,2614767,8817,268,25.45,22.07,KOSDAQ
디어유,36600,150,-0.41%,500,47878,8688,163,39.74,11.46,KOSDAQ
윤성에프앤씨,108000,1100,1.03%,100,52850,8617,321,28.52,11.63,KOSDAQ
제이앤티씨,14810,270,-1.79%,500,331025,8567,-443,-23.32,-10.67,KOSDAQ
두산테스나,57900,600,1.05%,500,131242,8546,672,17.35,8.05,KOSDAQ
인텔리안테크,78500,1500,-1.87%,500,64910,8426,153,109.33,5.07,KOSDAQ
이엠텍,49000,1100,-2.20%,500,115366,8395,339,583.33,8.45,KOSDAQ
SFA반도체,5080,40,-0.78%,500,430944,8355,629,-61.2,6.86,KOSDAQ
제이오,26200,950,3.76%,100,205663,8210,-23,74.64,-6.59,KOSDAQ
하림지주,7280,100,1.39%,100,318456,8154,9413,3.47,4.57,KOSDAQ
고영,11760,60,0.51%,100,297646,8074,443,26.31,10.34,KOSDAQ
바이오니아,30450,500,-1.62%,500,116309,7859,115,-212.94,5.39,KOSDAQ
코웰패션,8760,130,-1.46%,500,604615,7753,1017,15.9,6.18,KOSDAQ
엘앤씨바이오,34000,250,-0.73%,500,162274,7713,95,14.39,3.71,KOSDAQ
씨아이에스,10870,0,0.00%,100,184002,7629,78,101.59,3.02,KOSDAQ
솔브레인홀딩스,36300,500,-1.36%,500,60107,7610,735,8.23,3.71,KOSDAQ
에스피지,34000,1250,3.82%,500,891529,7540,255,46.7,5.47,KOSDAQ
성우하이텍,9300,280,3.10%,500,2081824,7440,992,7.81,1.07,KOSDAQ
아프리카TV,64200,100,-0.16%,500,83509,7380,824,12.34,13.63,KOSDAQ
메가스터디교육,62200,2400,4.01%,100,84379,7274,1354,7.14,12.22,KOSDAQ
오스코텍,19150,220,-1.14%,500,83675,7274,-286,-34.14,-28.83,KOSDAQ
원익QnC,27550,400,1.47%,500,141212,7242,1151,30.48,5.55,KOSDAQ
펩트론,35000,1500,-4.11%,500,1232855,7219,-152,-40.37,-20.61,KOSDAQ
엠로,63000,3400,5.70%,500,257182,7064,65,-68.93,10.17,KOSDAQ
넥스틴,68900,800,1.17%,500,81602,7026,565,15.52,44.03,KOSDAQ
서진시스템,18550,130,0.71%,500,203115,6971,444,1545.83,0.13,KOSDAQ
보로노이,40600,850,-2.05%,500,112033,6964,-179,-20.31,-38.23,KOSDAQ
안랩,68700,100,-0.15%,500,35897,6880,270,22.55,4.15,KOSDAQ
동국제약,15050,300,-1.95%,500,74044,6691,727,14.43,7.21,KOSDAQ
이녹스첨단소재,33100,750,-2.22%,500,143754,6687,971,14.37,18.67,KOSDAQ
큐렉소,15810,820,5.47%,500,1419119,6475,11,359.32,-3.81,KOSDAQ
컴투스,50100,300,-0.60%,500,26977,6446,-167,13.01,-0.5,KOSDAQ
아이센스,23400,1050,4.70%,500,406012,6439,198,83.57,3.62,KOSDAQ
브이티,17930,280,-1.54%,500,1552673,6419,236,45.62,6.17,KOSDAQ
에코아이,64600,2300,-3.44%,500,2444570,6381,200,29.43,21.66,KOSDAQ
코오롱티슈진,8720,30,-0.34%,0,17572,6340,-163,-53.17,-13,KOSDAQ
아난티,6810,50,0.74%,100,345386,6235,1152,4.56,2.18,KOSDAQ
코미코,58400,200,0.34%,500,59972,6109,554,18.62,10.99,KOSDAQ
씨앤씨인터내셔널,60600,1400,2.36%,100,75589,6068,175,25.91,9.72,KOSDAQ
네오위즈,27400,0,0.00%,500,291207,6037,196,80.83,2.33,KOSDAQ
하나기술,71000,2000,2.90%,500,168922,5794,112,259.12,0.72,KOSDAQ
젬백스,14430,10,-0.07%,500,47625,5771,-39,-23.35,-12.12,KOSDAQ
서울반도체,9870,0,0.00%,500,119857,5755,-334,-35.63,-3.88,KOSDAQ
데브시스터즈,48000,1600,3.45%,500,164660,5753,-199,-20.04,-2.33,KOSDAQ
피에스케이홀딩스,26650,250,0.95%,500,307524,5746,169,14.59,12.85,KOSDAQ
골프존,91300,2400,-2.56%,500,33202,5729,1487,6.5,20.79,KOSDAQ
피에스케이,19650,190,-0.96%,500,160059,5692,918,10.86,17.48,KOSDAQ
스마트솔루션즈,11600,0,0.00%,500,0,5630,17,-7.37,-110.38,KOSDAQ
뷰노,46000,4900,11.92%,100,3155680,5532,-154,-66.47,-44.13,KOSDAQ
탑머티리얼,68500,5100,8.04%,500,143057,5469,118,41.72,13.77,KOSDAQ
엔케이맥스,13100,580,-4.24%,500,354539,5422,-497,-9.67,-31.75,KOSDAQ
프로텍,49250,1150,2.39%,500,79706,5418,601,33.53,13.78,KOSDAQ
티에스이,48900,100,-0.20%,500,41312,5409,566,124.11,13.22,KOSDAQ
위지윅스튜디오,3075,75,-2.38%,500,697031,5260,-249,26.28,-7.18,KOSDAQ
커넥트웨이브,11210,60,0.54%,500,23592,5240,324,-5605,2.9,KOSDAQ
셀바스AI,19420,850,4.58%,500,986146,5227,50,92.48,7.54,KOSDAQ
실리콘투,8630,150,-1.71%,500,651206,5207,142,17.26,9.85,KOSDAQ
클리오,28800,1250,-4.16%,500,110949,5205,179,21.49,4.24,KOSDAQ
웹젠,14880,240,-1.59%,500,33600,5201,830,8.88,11.47,KOSDAQ
지씨셀,32450,550,-1.67%,500,35495,5127,443,-47.44,3.66,KOSDAQ
에스티아이,32350,950,3.03%,500,267199,5121,348,45.31,8.97,KOSDAQ
에프에스티,23000,50,-0.22%,500,83381,5004,62,16.72,11.03,KOSDAQ
파트론,8450,0,0.00%,500,54266,4979,568,12.67,6.29,KOSDAQ
미래나노텍,15960,160,1.01%,500,103836,4949,97,-1995,-1.58,KOSDAQ
케이엠더블유,12420,170,-1.35%,500,70282,4946,-450,-10.86,-7.49,KOSDAQ
인탑스,28650,50,0.17%,500,77818,4928,1420,14.13,13.98,KOSDAQ
다원시스,14380,160,-1.10%,500,101479,4927,-1593,-5.28,-22.52,KOSDAQ
유티아이,30100,150,0.50%,500,60225,4902,-46,-31.65,-11.54,KOSDAQ
바텍,32600,250,-0.76%,500,7832,4842,796,6.8,16.89,KOSDAQ
우리기술투자,5750,50,-0.86%,500,1433605,4830,-4309,-2.9,-46.68,KOSDAQ
아이티엠반도체,21250,250,-1.16%,500,10209,4820,-162,-11.71,-3.38,KOSDAQ
다우데이타,12500,70,0.56%,500,70091,4788,7767,1.94,1.52,KOSDAQ
콜마비앤에이치,16150,120,-0.74%,500,21464,4771,611,17.59,6.99,KOSDAQ
비올,8150,110,1.37%,100,537667,4754,129,24.18,30.83,KOSDAQ
서부T&D,7560,90,-1.18%,500,83744,4654,192,30.48,1.23,KOSDAQ
휴온스,38350,250,-0.65%,500,49812,4594,409,10.35,4.97,KOSDAQ
오픈엣지테크놀로지,20950,400,1.95%,100,1233861,4496,-253,-13.28,-56.09,KOSDAQ
지아이이노베이션,20250,150,0.75%,500,135174,4469,-680,-4.91,-55.79,KOSDAQ
신라젠,4305,75,-1.71%,500,382358,4428,-245,-19.66,-21.2,KOSDAQ
제우스,42700,1200,2.89%,500,255910,4415,463,15.72,6.17,KOSDAQ
티에프이,38700,950,-2.40%,100,134862,4404,65,53.75,9.75,KOSDAQ
제넥신,10600,530,-4.76%,500,1420159,4400,-337,-3.75,-11.14,KOSDAQ
바디텍메드,18100,470,2.67%,1000,130106,4251,247,16.42,13.04,KOSDAQ
텔레칩스,27950,1350,5.08%,500,986239,4233,92,6.33,17.74,KOSDAQ
유진로봇,11280,80,0.71%,500,577367,4231,36,-262.33,8.54,KOSDAQ
KG ETS,11740,250,2.18%,500,190151,4226,3562,2.25,22.18,KOSDAQ
인텍플러스,32750,950,-2.82%,500,158863,4204,194,-148.19,14.61,KOSDAQ
케이아이엔엑스,85300,1700,-1.95%,500,17404,4163,259,15.53,14.99,KOSDAQ
RFHIC,15510,230,-1.46%,500,51434,4155,8,189.15,1.06,KOSDAQ
지노믹트리,17300,700,-3.89%,500,959281,4154,24,-30.73,-3.67,KOSDAQ
에스티큐브,8910,10,-0.11%,500,158627,4123,-189,-18.8,-43.46,KOSDAQ
코난테크놀로지,35850,350,0.99%,500,103990,4093,-40,-60.35,-8.75,KOSDAQ
코스메카코리아,38100,0,0.00%,500,43507,4069,104,35.88,1.53,KOSDAQ
NHN KCP,10130,1360,15.51%,500,5670451,4068,442,11.12,7.93,KOSDAQ
월덱스,24550,200,-0.81%,500,165729,4053,507,7.44,17.52,KOSDAQ
테스,20500,250,-1.20%,500,117008,4052,559,27.41,13.89,KOSDAQ
휴메딕스,36150,1550,4.48%,500,159941,4044,260,19.12,10,KOSDAQ
카페24,17860,10,0.06%,500,259730,4018,-297,-14.54,-13.17,KOSDAQ
인터로조,30350,850,-2.72%,500,130112,4011,311,15.59,9.75,KOSDAQ
현대무벡스,3400,5,-0.15%,100,482927,3997,122,136,4.29,KOSDAQ
태광,15040,100,-0.66%,500,75324,3986,454,7.6,6.69,KOSDAQ
모트렉스,16190,540,3.45%,500,657492,3966,588,10.02,8.02,KOSDAQ
네패스,17060,70,-0.41%,500,72584,3934,-67,4.29,8.45,KOSDAQ
동운아나텍,20700,0,0.00%,500,401435,3923,-63,17.29,-13.32,KOSDAQ
티이엠씨,36900,850,-2.25%,500,54955,3921,533,7.73,28.73,KOSDAQ
디아이티,20600,50,-0.24%,100,295109,3893,55,35.33,3.23,KOSDAQ
위메이드맥스,11420,290,-2.48%,500,115505,3802,253,63.44,25.61,KOSDAQ
HLB제약,12570,110,0.88%,500,385762,3789,-64,-15.05,-8.73,KOSDAQ
바이오플러스,6540,30,-0.46%,500,306011,3789,253,15.87,17.63,KOSDAQ
코미팜,5360,30,0.56%,100,57300,3784,-38,-41.55,-6.59,KOSDAQ
레이,24600,250,1.03%,500,223497,3759,162,49,3.98,KOSDAQ
에이피티씨,15490,40,-0.26%,100,133472,3715,309,377.8,18.45,KOSDAQ
동성화인텍,12380,10,-0.08%,500,77931,3713,153,16.31,2.64,KOSDAQ
에이디테크놀로지,27650,1900,7.38%,500,1422387,3713,44,-37.57,2.4,KOSDAQ
디이엔티,16780,380,2.32%,500,170741,3695,-45,-42.81,-7.49,KOSDAQ
한글과컴퓨터,15250,610,4.17%,500,404525,3687,250,10.42,2.17,KOSDAQ
제이엘케이,22750,800,3.64%,100,896971,3678,-86,-56.45,-24.25,KOSDAQ
넵튠,7860,140,-1.75%,500,92868,3659,-287,-5.64,-38.21,KOSDAQ
켐트로닉스,24050,50,-0.21%,500,196068,3648,225,-28.53,1.39,KOSDAQ
제룡전기,22700,950,4.37%,500,765344,3646,160,8.49,15.1,KOSDAQ
엘오티베큠,20350,50,0.25%,500,111634,3624,298,7.81,7.52,KOSDAQ
티로보틱스,21850,400,-1.80%,500,733179,3604,-23,-7.89,-1.52,KOSDAQ
코엔텍,7190,0,0.00%,500,42214,3595,484,10,19.68,KOSDAQ
인선이엔티,7710,70,-0.90%,500,75197,3590,332,18.1,4.2,KOSDAQ
한국기업평가,78800,100,-0.13%,5000,1056,3578,299,18.8,15.8,KOSDAQ
뉴로메카,34200,500,1.48%,500,225655,3573,-78,-36.73,-24.06,KOSDAQ
성광벤드,12460,20,-0.16%,500,146293,3564,268,10.94,7.69,KOSDAQ
쏠리드,5820,10,-0.17%,500,716346,3563,286,8.14,7.42,KOSDAQ
하이록코리아,27600,150,0.55%,500,40091,3548,407,7.94,8.68,KOSDAQ
테크윙,9450,90,0.96%,500,310032,3530,577,47.49,6.67,KOSDAQ
티앤엘,43400,1250,2.97%,500,132914,3528,243,12.75,19.62,KOSDAQ
박셀바이오,18400,530,-2.80%,500,278392,3526,-82,-38.33,-24.62,KOSDAQ
디오,22050,450,-2.00%,500,60484,3502,-44,-40.61,-5.93,KOSDAQ
매일유업,44550,50,0.11%,500,2856,3494,607,9.81,1.48,KOSDAQ
삼표시멘트,3235,0,0.00%,500,85322,3491,711,8.13,2.11,KOSDAQ
비츠로셀,15340,70,-0.45%,500,229416,3468,288,9.76,10.42,KOSDAQ
디알텍,4760,15,0.32%,100,1420771,3446,49,132.22,5.54,KOSDAQ
감성코퍼레이션,3770,5,-0.13%,500,562914,3419,162,18.12,23.47,KOSDAQ
KH바텍,14370,560,-3.75%,500,361998,3402,325,9.31,6.88,KOSDAQ
이엔에프테크놀로지,23750,200,-0.84%,500,60723,3393,646,17.01,7.23,KOSDAQ
로보티즈,26500,350,1.34%,500,128104,3383,-22,716.22,-0.22,KOSDAQ
넥스트칩,18720,250,1.35%,500,489682,3379,-274,-15.22,-65.88,KOSDAQ
원익머트리얼즈,26750,450,-1.65%,500,85492,3373,888,9.36,11.04,KOSDAQ
신흥에스이씨,43000,100,0.23%,2500,9037,3347,310,19.23,3.27,KOSDAQ
태웅,16690,10,-0.06%,500,102036,3339,29,12.08,0.07,KOSDAQ
유바이오로직스,9140,80,-0.87%,500,73795,3332,-38,-76.17,-2.2,KOSDAQ
한국정보통신,8890,10,-0.11%,500,25939,3329,270,10.23,5.42,KOSDAQ
상아프론테크,20650,840,4.24%,500,73373,3302,129,56.27,2.27,KOSDAQ
인바디,24000,100,0.42%,500,9997,3284,407,10.1,15.15,KOSDAQ
제이브이엠,27050,150,-0.55%,500,43009,3270,220,17.66,7.12,KOSDAQ
시노펙스,4090,140,3.54%,500,647877,3261,129,51.12,3.98,KOSDAQ
펌텍코리아,26100,150,0.58%,500,24687,3236,265,14.68,6.43,KOSDAQ
KG이니시스,11560,130,1.14%,500,79190,3226,1065,4.53,4.88,KOSDAQ
엑세스바이오,8860,100,-1.12%,0,125027,3218,4692,46.15,52.69,KOSDAQ
동원개발,3520,65,1.88%,500,250342,3196,1033,4.44,6.2,KOSDAQ
덕산하이메탈,6990,60,0.87%,200,127437,3176,-27,39.72,1.78,KOSDAQ
덕산테코피아,17180,70,-0.41%,500,93110,3157,93,47.2,5.55,KOSDAQ
큐리옥스바이오시스템즈,39250,2550,6.95%,500,989753,3145,-114,-22.43,-22.02,KOSDAQ
바이오다인,50800,200,-0.39%,500,16490,3141,67,64.39,12.3,KOSDAQ
서희건설,1365,19,-1.37%,500,201540,3137,2061,2.8,6.38,KOSDAQ
모두투어,16580,0,0.00%,500,29486,3134,-163,271.8,-4.56,KOSDAQ
새빗켐,64300,400,0.63%,500,9657,3126,102,87.84,13.57,KOSDAQ
비즈니스온,13850,10,0.07%,500,22823,3124,121,23.8,13.92,KOSDAQ
에코마케팅,9630,20,-0.21%,100,54680,3117,566,9.43,15.46,KOSDAQ
한선엔지니어링,18330,11330,161.86%,500,35397063,3117,72,42.04,11.51,KOSDAQ
하림,2905,15,0.52%,500,460614,3085,468,4.76,0.57,KOSDAQ
코오롱생명과학,27000,0,0.00%,500,3140,3081,16,-29.77,0.78,KOSDAQ
새로닉스,24800,50,-0.20%,500,17819,3081,5,12.06,31.58,KOSDAQ
솔트룩스,27350,150,0.55%,500,144746,3077,-20,-19.38,-11.8,KOSDAQ
원익피앤이,6480,130,2.05%,500,284449,3075,39,-17.85,0.01,KOSDAQ
AP시스템,20100,300,-1.47%,500,80106,3072,905,4.71,16.84,KOSDAQ
랩지노믹스,4130,180,4.56%,500,5191528,3066,662,72.46,21.07,KOSDAQ
코윈테크,28800,400,1.41%,500,59915,3064,148,34.12,3.76,KOSDAQ
와이아이케이,3725,155,4.34%,100,236546,3056,364,20.36,7.02,KOSDAQ
CMG제약,2195,5,-0.23%,500,256702,3049,30,75.69,-0.19,KOSDAQ
토비스,18610,310,1.69%,500,196719,3027,70,33.23,-1.29,KOSDAQ
인트론바이오,8820,70,-0.79%,500,4622516,3012,-15,-34.86,3.88,KOSDAQ
제테마,16860,170,-1.00%,500,33222,3011,40,-16.55,0.87,KOSDAQ
프레스티지바이오로직스,4915,165,-3.25%,500,215012,3003,-221,-9.93,-6.38,KOSDAQ
디앤씨미디어,24200,300,1.26%,500,105117,2971,59,63.02,6.75,KOSDAQ
나노팀,15430,420,2.80%,500,130387,2956,30,70.14,10.03,KOSDAQ
LB세미콘,6730,150,2.28%,500,121831,2947,568,31.3,6.09,KOSDAQ
미코,8800,50,0.57%,500,118028,2941,643,-5.08,-4.31,KOSDAQ
하이비젼시스템,19600,130,-0.66%,500,110032,2929,251,5.22,8.9,KOSDAQ
HB솔루션,4230,205,-4.62%,500,1343859,2927,271,4.62,23.34,KOSDAQ
LS마린솔루션,11250,200,1.81%,1000,211107,2918,-66,-126.4,-10.52,KOSDAQ
에이스침대,26300,50,0.19%,1000,2103,2917,653,6.1,8.19,KOSDAQ
CJ프레시웨이,24500,950,4.03%,1000,46805,2909,978,7.27,3.87,KOSDAQ
미래반도체,20000,100,0.50%,100,30019,2888,221,33.28,14.47,KOSDAQ
알멕,45050,300,0.67%,500,37544,2879,113,39.41,3.04,KOSDAQ
톱텍,7570,0,0.00%,500,32730,2878,208,11.15,1.35,KOSDAQ
이오플로우,9450,4050,-30.00%,100,4335724,2874,-343,-8.27,-29.13,KOSDAQ
슈어소프트테크,5460,70,-1.27%,100,258000,2873,97,28.59,10.93,KOSDAQ
HLB테라퓨틱스,3915,5,-0.13%,500,190468,2870,-79,-56.74,-6.42,KOSDAQ
에스에이엠티,2840,20,0.71%,500,121601,2840,788,8.82,9.14,KOSDAQ
휴온스글로벌,22350,100,-0.45%,500,7962,2821,865,-5.8,-2.65,KOSDAQ
석경에이티,51700,200,0.39%,500,5264,2820,47,108.16,14.34,KOSDAQ
대명에너지,16530,60,-0.36%,100,19580,2818,256,13.32,10.74,KOSDAQ
휴마시스,2175,40,1.87%,100,4631311,2814,2147,-3.67,45.19,KOSDAQ
예스티,14770,170,1.16%,500,126887,2813,-169,-8.72,-2.58,KOSDAQ
칩스앤미디어,29100,2800,10.65%,500,4595421,2805,73,4850,18.28,KOSDAQ
뷰웍스,27700,750,2.78%,500,34004,2771,437,18.13,10,KOSDAQ
해성산업,8500,0,0.00%,500,20376,2767,2104,-9.98,4.31,KOSDAQ
케이티알파,5630,90,1.62%,1000,56485,2760,152,13.5,3.05,KOSDAQ
유진기업,3555,35,-0.97%,500,230716,2748,547,4.34,1.45,KOSDAQ
퓨런티어,33450,850,2.61%,500,317053,2737,16,28.09,5.94,KOSDAQ
다날,3960,125,-3.06%,500,621876,2730,-28,-25.06,-4.33,KOSDAQ
로보스타,28000,450,1.63%,500,73037,2730,18,133.33,2.51,KOSDAQ
메디포스트,7930,120,-1.49%,500,79638,2713,-174,10.14,0.65,KOSDAQ
비나텍,46750,1800,4.00%,500,26030,2713,94,162.33,10.07,KOSDAQ
더네이쳐홀딩스,18430,220,-1.18%,500,85464,2711,908,4.17,14.66,KOSDAQ
한양이엔지,15030,100,0.67%,500,83000,2705,753,4.27,10.29,KOSDAQ
원준,17680,0,0.00%,100,27129,2700,109,61.18,10,KOSDAQ
딥노이드,24900,2150,9.45%,500,744045,2693,-62,-46.46,-32.21,KOSDAQ
갤럭시아머니트리,6840,130,-1.87%,500,2301932,2683,86,380,1.65,KOSDAQ
미래컴퍼니,30400,1450,5.01%,500,105600,2681,255,20.49,17.67,KOSDAQ
아주IB투자,2210,0,0.00%,500,80354,2671,48,18.73,0.53,KOSDAQ
씨에스베어링,9790,90,-0.91%,500,227831,2670,-88,-24.17,-11.9,KOSDAQ
샘씨엔에스,5310,0,0.00%,500,57222,2663,149,50.09,8.39,KOSDAQ
한솔아이원스,9070,90,1.00%,500,21658,2662,361,23.5,13.92,KOSDAQ
에치에프알,19690,300,-1.50%,500,49103,2656,902,5.25,25.99,KOSDAQ
비씨엔씨,20800,50,0.24%,500,204007,2654,116,46.85,11.22,KOSDAQ
케이엔솔,20350,0,0.00%,500,114007,2645,220,28.38,5.32,KOSDAQ
YTN,6290,160,-2.48%,1000,362130,2642,53,-67.63,1.52,KOSDAQ
동국산업,4860,100,2.10%,1000,117514,2636,12,-16.88,0.27,KOSDAQ
엠케이전자,11940,30,-0.25%,500,50801,2635,803,-10.13,0.14,KOSDAQ
케이알엠,9010,10,0.11%,500,74096,2632,2,-13.8,-13.49,KOSDAQ
원익홀딩스,3405,5,0.15%,500,79243,2630,1050,12.07,6.83,KOSDAQ
아나패스,21950,150,-0.68%,500,13873,2628,-70,-17.08,-12.45,KOSDAQ
글로벌텍스프리,4675,115,-2.40%,500,1492907,2620,-27,86.57,-10.35,KOSDAQ
쎄트렉아이,28800,300,-1.03%,500,14949,2617,-77,-20.85,-1.15,KOSDAQ
파워로직스,7310,60,0.83%,500,2243682,2609,-391,-9.53,-12.98,KOSDAQ
노바텍,24650,200,0.82%,500,31022,2607,265,11.47,10.01,KOSDAQ
유니테스트,12290,0,0.00%,500,92423,2597,-60,27.25,-3.14,KOSDAQ
하이드로리튬,11620,20,0.17%,200,174560,2595,-38,-24.83,-3.97,KOSDAQ
미래에셋벤처투자,4775,75,-1.55%,1000,99501,2586,592,6.51,5.89,KOSDAQ
바이넥스,8050,60,-0.74%,500,43523,2557,172,19.03,4.33,KOSDAQ
아미코젠,12940,1120,-7.97%,500,934657,2556,-49,-9.66,-10.89,KOSDAQ
삼목에스폼,17310,220,1.29%,500,15092,2545,694,3.17,10.14,KOSDAQ
잉글우드랩,12780,400,-3.03%,0,198001,2539,99,14.77,5.51,KOSDAQ
디엔에프,21800,800,-3.54%,500,301508,2523,163,93.97,3.03,KOSDAQ
