,종목명,현재가,전일비,등락률,액면가,거래량,시가총액,영업이익,PER,ROA,시장
1701,제로투세븐,6370.0,230.0,-3.48%,500.0,196299.0,1276.0,93.0,27.11,4.18,KOSDAQ
1702,에이스테크,1824.0,36.0,-1.94%,500.0,709241.0,1275.0,-201.0,-1.97,-7.92,KOSDAQ
1706,제노코,17000.0,90.0,+0.53%,500.0,27051.0,1275.0,32.0,83.33,4.29,KOSDAQ
1707,대한뉴팜,8880.0,100.0,-1.11%,500.0,60990.0,1275.0,276.0,6.59,14.87,KOSDAQ
1708,플리토,24300.0,650.0,-2.61%,500.0,38279.0,1271.0,-66.0,-21.97,-22.28,KOSDAQ
1709,NEW,4555.0,105.0,-2.25%,500.0,48791.0,1271.0,72.0,-5.84,-6.21,KOSDAQ
1710,위메이드플레이,11080.0,150.0,+1.37%,500.0,238403.0,1271.0,9.0,10.91,-0.18,KOSDAQ
1714,에이스토리,13320.0,450.0,-3.27%,500.0,29313.0,1271.0,85.0,1902.86,4.11,KOSDAQ
1715,엠게임,6500.0,10.0,+0.15%,500.0,95847.0,1270.0,301.0,5.48,22.37,KOSDAQ
1716,케이프,4110.0,80.0,-1.91%,500.0,16439.0,1270.0,24.0,11.02,-0.02,KOSDAQ
1717,브랜드엑스코퍼레이션,4330.0,105.0,-2.37%,500.0,86758.0,1267.0,179.0,10.14,9.01,KOSDAQ
1718,남화산업,6150.0,10.0,+0.16%,200.0,5281.0,1266.0,177.0,7.27,11.81,KOSDAQ
1723,꿈비,10330.0,330.0,-3.10%,100.0,608012.0,1266.0,11.0,61.86,9.59,KOSDAQ
1724,태웅로직스,3290.0,10.0,-0.30%,100.0,62201.0,1264.0,1166.0,6.06,26.59,KOSDAQ
1725,아이에이,428.0,10.0,+2.39%,100.0,474384.0,1262.0,-25.0,-14.76,-0.64,KOSDAQ
1726,트루엔,11460.0,440.0,+3.99%,100.0,414524.0,1261.0,90.0,12.65,14.74,KOSDAQ
1727,인벤티지랩,14970.0,1390.0,-8.50%,500.0,640739.0,1260.0,-109.0,-10.27,-31.82,KOSDAQ
1731,유비벨록스,16880.0,100.0,-0.59%,500.0,15250.0,1259.0,148.0,11.92,0.67,KOSDAQ
1732,제이엔케이히터,5420.0,10.0,-0.18%,500.0,101847.0,1258.0,69.0,15.71,3.45,KOSDAQ
1733,지어소프트,8120.0,50.0,-0.61%,500.0,142364.0,1257.0,-31.0,67.11,-1.69,KOSDAQ
1734,엔비티,7390.0,120.0,+1.65%,100.0,411269.0,1254.0,23.0,-43.47,-0.57,KOSDAQ
1735,빅텍,4355.0,105.0,+2.47%,200.0,2744266.0,1248.0,17.0,-26.39,-0.25,KOSDAQ
1739,서플러스글로벌,3365.0,50.0,+1.51%,100.0,102888.0,1245.0,319.0,9.64,8.01,KOSDAQ
1740,아가방컴퍼니,3765.0,175.0,-4.44%,500.0,358095.0,1238.0,145.0,10.64,4.88,KOSDAQ
1741,이랜시스,4160.0,225.0,-5.13%,100.0,753457.0,1238.0,55.0,28.11,8.33,KOSDAQ
1743,지아이텍,3130.0,45.0,-1.42%,100.0,67089.0,1232.0,69.0,28.2,9.19,KOSDAQ
1747,세운메디칼,2810.0,5.0,-0.18%,100.0,34035.0,1231.0,122.0,8.65,8.27,KOSDAQ
1749,케이옥션,4520.0,190.0,-4.03%,500.0,467460.0,1228.0,58.0,-76.61,2.58,KOSDAQ
1750,비엠티,13450.0,140.0,-1.03%,500.0,9672.0,1227.0,230.0,9.41,7.03,KOSDAQ
1751,엔지켐생명과학,1437.0,17.0,-1.17%,500.0,265364.0,1222.0,-147.0,-6.62,-13.19,KOSDAQ
1756,오션브릿지,12170.0,10.0,+0.08%,500.0,21135.0,1217.0,228.0,5.72,12.48,KOSDAQ
1758,대정화금,16900.0,30.0,+0.18%,500.0,17953.0,1215.0,116.0,9.59,8.16,KOSDAQ
1759,코스맥스엔비티,5890.0,110.0,-1.83%,500.0,37174.0,1215.0,22.0,-6.84,-4.2,KOSDAQ
1763,알에프텍,3785.0,30.0,-0.79%,500.0,37506.0,1215.0,209.0,-43.51,3.7,KOSDAQ
1764,유일에너테크,10580.0,50.0,-0.47%,500.0,17215.0,1213.0,-193.0,132.25,11.83,KOSDAQ
1765,이지케어텍,17740.0,260.0,-1.44%,500.0,19982.0,1212.0,-41.0,-12.04,-16.72,KOSDAQ
1766,흥구석유,8080.0,230.0,-2.77%,100.0,235937.0,1212.0,14.0,89.78,3.01,KOSDAQ
1767,휴센텍,1505.0,0.0,0.00%,100.0,0.0,1208.0,-41.0,25.95,18.84,KOSDAQ
1771,일월지엠엘,8650.0,0.0,0.00%,500.0,0.0,1208.0,-32.0,-33.02,-28.95,KOSDAQ
1772,오성첨단소재,1482.0,1.0,-0.07%,500.0,194890.0,1208.0,129.0,25.55,0.83,KOSDAQ
1773,원티드랩,12730.0,240.0,+1.92%,500.0,596301.0,1204.0,89.0,23.57,18.33,KOSDAQ
1774,타이거일렉,19040.0,260.0,-1.35%,500.0,12418.0,1202.0,31.0,-35.59,5.0,KOSDAQ
1775,핑거,12860.0,840.0,-6.13%,500.0,441176.0,1201.0,54.0,46.43,2.89,KOSDAQ
1779,디알젬,10600.0,60.0,-0.56%,500.0,4124.0,1201.0,170.0,17.67,13.66,KOSDAQ
1780,희림,8580.0,430.0,+5.28%,500.0,919407.0,1195.0,101.0,26.65,3.83,KOSDAQ
1781,신스틸,2880.0,55.0,-1.87%,100.0,87201.0,1194.0,159.0,19.33,3.95,KOSDAQ
1782,바이오에프디엔씨,13710.0,60.0,-0.44%,500.0,7953.0,1192.0,49.0,25.25,10.56,KOSDAQ
1783,자이글,8760.0,10.0,-0.11%,500.0,40138.0,1185.0,-27.0,-17.01,-6.25,KOSDAQ
1787,시공테크,5910.0,10.0,-0.17%,500.0,3082911.0,1185.0,-52.0,14.45,4.36,KOSDAQ
1788,JW신약,2445.0,45.0,-1.81%,500.0,96347.0,1184.0,43.0,-3.27,1.48,KOSDAQ
1789,매일홀딩스,8620.0,40.0,+0.47%,500.0,5615.0,1183.0,734.0,6.62,1.33,KOSDAQ
1791,아미노로직스,1342.0,23.0,-1.68%,100.0,243863.0,1179.0,70.0,-8.89,-12.05,KOSDAQ
1795,샌즈랩,7770.0,50.0,-0.64%,100.0,20689.0,1173.0,21.0,49.18,24.25,KOSDAQ
1796,라온테크,9360.0,90.0,+0.97%,500.0,28997.0,1170.0,89.0,35.32,17.55,KOSDAQ
1797,아이디스홀딩스,11310.0,50.0,-0.44%,500.0,3457.0,1170.0,943.0,5.54,8.82,KOSDAQ
1798,대원산업,5840.0,20.0,-0.34%,500.0,8526.0,1170.0,314.0,4.83,6.78,KOSDAQ
1799,한라IMS,6820.0,120.0,-1.73%,500.0,63189.0,1167.0,88.0,1.74,4.51,KOSDAQ
1804,선광,17700.0,350.0,-1.94%,1000.0,18416.0,1168.0,268.0,5.54,2.22,KOSDAQ
1805,지오릿에너지,2795.0,55.0,-1.93%,100.0,210218.0,1167.0,-31.0,77.64,-6.34,KOSDAQ
1807,제일전기공업,10480.0,260.0,+2.54%,500.0,22113.0,1164.0,74.0,15.43,4.61,KOSDAQ
1808,메쎄이상,2690.0,125.0,-4.44%,100.0,1037779.0,1163.0,86.0,19.08,13.41,KOSDAQ
1812,하이소닉,7720.0,220.0,-2.77%,1000.0,27587.0,1162.0,7.0,-51.81,4.45,KOSDAQ
1813,스튜디오미르,21600.0,600.0,-2.70%,100.0,24605.0,1158.0,33.0,61.71,6.56,KOSDAQ
1814,에이팩트,2730.0,20.0,+0.74%,500.0,120306.0,1156.0,46.0,-12.35,1.87,KOSDAQ
1815,케이피에스,6160.0,80.0,-1.28%,500.0,21042.0,1155.0,-86.0,-10.79,-13.46,KOSDAQ
1816,액토즈소프트,10170.0,1170.0,-10.32%,500.0,273702.0,1152.0,234.0,34.01,0.83,KOSDAQ
1820,코리아나,2875.0,100.0,-3.36%,500.0,494898.0,1150.0,9.0,56.37,1.37,KOSDAQ
1821,앤디포스,4875.0,20.0,-0.41%,500.0,120375.0,1148.0,-14.0,-6.59,-10.63,KOSDAQ
1822,정상제이엘에스,7300.0,10.0,+0.14%,500.0,6363.0,1144.0,167.0,8.31,12.59,KOSDAQ
1823,시스웍,889.0,0.0,0.00%,100.0,0.0,1143.0,-121.0,-6.3,-7.18,KOSDAQ
1824,마이크로컨텍솔,13750.0,900.0,+7.00%,500.0,1310491.0,1143.0,79.0,15.91,12.93,KOSDAQ
1828,에스퓨얼셀,16370.0,410.0,+2.57%,500.0,63166.0,1143.0,12.0,106.99,0.55,KOSDAQ
1829,제이아이테크,3480.0,20.0,+0.58%,100.0,221875.0,1141.0,114.0,8.57,18.12,KOSDAQ
1830,오비고,9370.0,100.0,+1.08%,500.0,25183.0,1140.0,-30.0,183.73,-7.04,KOSDAQ
1831,알에스오토메이션,12250.0,340.0,-2.70%,500.0,126336.0,1140.0,19.0,-35.0,1.05,KOSDAQ
1832,KCC건설,5320.0,70.0,-1.30%,5000.0,17846.0,1138.0,-11.0,5.37,0.39,KOSDAQ
1836,텔콘RF제약,1017.0,23.0,+2.31%,100.0,745622.0,1138.0,-41.0,10.59,-29.32,KOSDAQ
1837,엠에프엠코리아,2965.0,165.0,+5.89%,100.0,972256.0,1133.0,12.0,-12.46,-0.47,KOSDAQ
1838,녹십자웰빙,6380.0,10.0,+0.16%,500.0,13179.0,1133.0,84.0,13.9,5.53,KOSDAQ
1839,엘컴텍,1341.0,6.0,-0.45%,500.0,2296976.0,1132.0,48.0,19.72,10.35,KOSDAQ
1840,대봉엘에스,10190.0,1710.0,+20.17%,500.0,6136011.0,1130.0,82.0,16.15,6.75,KOSDAQ
1844,TS트릴리온,1193.0,155.0,-11.50%,100.0,959085.0,1127.0,-58.0,-38.48,-15.23,KOSDAQ
1845,엔브이에이치코리아,2660.0,65.0,-2.39%,500.0,65579.0,1122.0,532.0,-2.94,0.75,KOSDAQ
1846,와이팜,2840.0,10.0,+0.35%,500.0,78442.0,1120.0,43.0,12.79,-9.12,KOSDAQ
1847,아모텍,7660.0,200.0,-2.54%,500.0,58952.0,1120.0,-43.0,-20.99,-2.29,KOSDAQ
1848,코닉오토메이션,2695.0,55.0,-2.00%,100.0,155982.0,1119.0,34.0,-17.5,-22.55,KOSDAQ
1852,솔본,4090.0,20.0,-0.49%,500.0,23056.0,1118.0,-268.0,-28.01,-17.59,KOSDAQ
1853,대양전기공업,11690.0,0.0,0.00%,500.0,5979.0,1118.0,-99.0,-48.31,-2.88,KOSDAQ
1854,야스,8540.0,140.0,-1.61%,500.0,5261.0,1115.0,-48.0,-18.37,-0.57,KOSDAQ
1855,3S,2295.0,20.0,+0.88%,500.0,239900.0,1114.0,22.0,51.0,2.16,KOSDAQ
1856,푸드나무,8310.0,60.0,+0.73%,500.0,20827.0,1114.0,-21.0,-12.61,-3.79,KOSDAQ
1860,인성정보,2840.0,0.0,0.00%,500.0,1391075.0,1114.0,29.0,946.67,0.4,KOSDAQ
1861,예스24,4450.0,50.0,-1.11%,500.0,36204.0,1112.0,157.0,-50.0,0.18,KOSDAQ
1862,SBS콘텐츠허브,5170.0,60.0,-1.15%,500.0,54871.0,1110.0,121.0,14.52,4.11,KOSDAQ
1863,현대에버다임,6190.0,90.0,-1.43%,500.0,131960.0,1109.0,157.0,15.44,3.97,KOSDAQ
1864,엑스페릭스,4860.0,510.0,-9.50%,500.0,3860606.0,1107.0,28.0,72.54,6.33,KOSDAQ
1868,마이크로디지탈,7060.0,150.0,-2.08%,500.0,35931.0,1104.0,-80.0,-13.79,-29.43,KOSDAQ
1869,LB인베스트먼트,4750.0,80.0,+1.71%,1000.0,356665.0,1103.0,48.0,17.21,3.71,KOSDAQ
1870,메가터치,5290.0,120.0,-2.22%,500.0,1867764.0,1099.0,81.0,12.39,17.53,KOSDAQ
1871,이지바이오,3205.0,75.0,-2.29%,100.0,83966.0,1096.0,162.0,9.18,6.79,KOSDAQ
1872,서원인텍,5880.0,20.0,-0.34%,500.0,25075.0,1094.0,226.0,8.26,10.14,KOSDAQ
1876,파이버프로,3320.0,35.0,-1.04%,100.0,127000.0,1091.0,34.0,36.09,-5.4,KOSDAQ
1877,노랑풍선,6880.0,120.0,-1.71%,500.0,44764.0,1090.0,-209.0,-15.25,-26.61,KOSDAQ
1878,에스피시스템스,10110.0,100.0,-0.98%,100.0,130927.0,1089.0,34.0,79.61,3.71,KOSDAQ
1879,셀루메드,2525.0,120.0,-4.54%,500.0,179532.0,1081.0,-27.0,-5.28,-5.68,KOSDAQ
1880,제너셈,12320.0,320.0,+2.67%,500.0,18482.0,1080.0,85.0,17.06,16.58,KOSDAQ
1885,영화테크,10110.0,140.0,-1.37%,500.0,36806.0,1081.0,19.0,12.06,6.62,KOSDAQ
1886,아스타,8320.0,320.0,+4.00%,500.0,102778.0,1080.0,-28.0,-37.31,-25.46,KOSDAQ
1887,SBI핀테크솔루션즈,4490.0,5.0,-0.11%,0.0,1221.0,1080.0,43.0,24.14,0.78,KOSDAQ
1888,유아이엘,4950.0,65.0,+1.33%,500.0,29892.0,1078.0,58.0,53.8,3.26,KOSDAQ
1889,에스엠코어,5380.0,60.0,-1.10%,500.0,21667.0,1078.0,20.0,-26.12,2.44,KOSDAQ
1893,이노시뮬레이션,13750.0,250.0,-1.79%,500.0,175440.0,1075.0,-18.0,-36.96,-9.74,KOSDAQ
1894,중앙에너비스,17250.0,410.0,-2.32%,500.0,28517.0,1074.0,8.0,17250.0,0.78,KOSDAQ
1895,에이텍,13000.0,40.0,-0.31%,500.0,51862.0,1074.0,9.0,20.09,5.44,KOSDAQ
1896,상보,1814.0,113.0,+6.64%,500.0,10495973.0,1074.0,25.0,12.87,7.16,KOSDAQ
1897,우리손에프앤지,1550.0,18.0,-1.15%,500.0,419808.0,1073.0,285.0,10.06,5.83,KOSDAQ
1901,옵티팜,7310.0,60.0,-0.81%,500.0,41258.0,1072.0,-34.0,-50.07,-4.97,KOSDAQ
1902,디에이테크놀로지,3165.0,40.0,-1.25%,2500.0,124744.0,1072.0,-177.0,-2.55,-17.84,KOSDAQ
1903,현대공업,6980.0,90.0,-1.27%,500.0,34875.0,1071.0,151.0,6.41,5.92,KOSDAQ
1904,이큐셀,3100.0,0.0,0.00%,500.0,0.0,1069.0,33.0,8.36,7.07,KOSDAQ
1905,엔시스,10120.0,200.0,-1.94%,100.0,13378.0,1068.0,41.0,55.0,4.61,KOSDAQ
1909,진로발효,16130.0,130.0,-0.80%,500.0,1773.0,1068.0,38.0,29.93,3.84,KOSDAQ
1910,큐라티스,2605.0,5.0,+0.19%,500.0,180386.0,1067.0,-215.0,-1.85,-48.86,KOSDAQ
1911,유신,35500.0,1700.0,+5.03%,5000.0,87917.0,1065.0,209.0,5.41,8.35,KOSDAQ
1912,국보디자인,14200.0,120.0,-0.84%,500.0,6512.0,1065.0,288.0,3.8,6.75,KOSDAQ
1913,유진테크놀로지,15360.0,250.0,+1.65%,500.0,595878.0,1064.0,24.0,12.95,2.38,KOSDAQ
1917,에스트래픽,3855.0,65.0,-1.66%,500.0,49411.0,1061.0,96.0,3.17,20.46,KOSDAQ
1918,기가레인,1249.0,1.0,+0.08%,500.0,1153346.0,1060.0,-71.0,-13.29,-8.73,KOSDAQ
1919,비아트론,8750.0,0.0,0.00%,500.0,9676.0,1060.0,140.0,11.05,8.25,KOSDAQ
1920,베노티앤알,3520.0,40.0,-1.12%,500.0,78095.0,1059.0,-19.0,-27.72,-18.9,KOSDAQ
1925,와이엠씨,5410.0,30.0,-0.55%,500.0,36712.0,1054.0,231.0,4.9,15.43,KOSDAQ
1926,에이테크솔루션,10530.0,40.0,+0.38%,500.0,36406.0,1053.0,65.0,45.78,2.13,KOSDAQ
1927,세아메카닉스,3960.0,75.0,-1.86%,100.0,74769.0,1049.0,23.0,28.7,5.77,KOSDAQ
1928,중앙백신,10530.0,10.0,-0.09%,500.0,48202.0,1049.0,43.0,47.65,3.55,KOSDAQ
1929,아진엑스텍,10750.0,430.0,-3.85%,500.0,606815.0,1048.0,21.0,-467.39,3.21,KOSDAQ
1933,선바이오,8430.0,170.0,-1.98%,500.0,12593.0,1038.0,2.0,26.51,2.78,KOSDAQ
1934,메타바이오메드,4350.0,95.0,-2.14%,500.0,773724.0,1038.0,53.0,27.88,3.21,KOSDAQ
1935,오토앤,8050.0,30.0,-0.37%,500.0,18023.0,1036.0,-38.0,-2012.5,-5.02,KOSDAQ
1936,지에스이,3455.0,65.0,-1.85%,500.0,458549.0,1036.0,46.0,20.81,3.07,KOSDAQ
1937,씨티케이,5350.0,60.0,+1.13%,500.0,14798.0,1035.0,-152.0,243.18,-10.94,KOSDAQ
1941,오하임앤컴퍼니,4855.0,55.0,+1.15%,100.0,275610.0,1033.0,16.0,57.8,3.66,KOSDAQ
1942,빅솔론,5360.0,90.0,-1.65%,500.0,35299.0,1031.0,251.0,65.37,4.36,KOSDAQ
1943,삼아제약,16180.0,150.0,+0.94%,1000.0,4535.0,1031.0,183.0,5.07,6.07,KOSDAQ
1944,쎌바이오텍,10930.0,190.0,-1.71%,500.0,2903.0,1027.0,61.0,607.22,7.24,KOSDAQ
1945,세코닉스,6940.0,20.0,+0.29%,500.0,88538.0,1027.0,62.0,20.23,-0.7,KOSDAQ
1949,위드텍,10060.0,290.0,-2.80%,500.0,25682.0,1024.0,145.0,10.33,8.98,KOSDAQ
1950,케이피에프,4945.0,55.0,-1.10%,500.0,31260.0,1023.0,396.0,4.98,2.88,KOSDAQ
1952,국일제지,800.0,0.0,0.00%,100.0,0.0,1021.0,-111.0,-5.1,-10.71,KOSDAQ
1953,유틸렉스,2775.0,100.0,-3.48%,500.0,136126.0,1020.0,-367.0,-3.02,-31.6,KOSDAQ
1957,네온테크,2445.0,60.0,-2.40%,100.0,90088.0,1020.0,-38.0,-10.77,-9.8,KOSDAQ
1958,티비씨,1019.0,27.0,-2.58%,500.0,455963.0,1019.0,41.0,17.57,3.86,KOSDAQ
1959,에이비온,5250.0,10.0,-0.19%,500.0,27496.0,1019.0,-252.0,-3.78,-57.95,KOSDAQ
1960,캠시스,1380.0,12.0,-0.86%,500.0,283385.0,1019.0,130.0,-36.32,2.21,KOSDAQ
1961,참좋은여행,7270.0,130.0,-1.76%,500.0,29393.0,1018.0,-158.0,44.33,-11.82,KOSDAQ
1966,SV인베스트먼트,1907.0,3.0,-0.16%,500.0,155923.0,1015.0,45.0,54.49,4.42,KOSDAQ
1967,센서뷰,3885.0,75.0,-1.89%,500.0,192988.0,1015.0,-157.0,-6.49,-42.05,KOSDAQ
1968,베뉴지,2105.0,5.0,-0.24%,500.0,1512.0,1015.0,113.0,11.83,-2.81,KOSDAQ
1969,안국약품,7770.0,20.0,+0.26%,500.0,12046.0,1013.0,97.0,22.14,3.1,KOSDAQ
1974,우수AMS,2590.0,60.0,-2.26%,500.0,166512.0,1012.0,17.0,-9.32,-6.41,KOSDAQ
1975,수젠텍,6090.0,80.0,-1.30%,500.0,17886.0,1011.0,250.0,-2.77,16.22,KOSDAQ
1976,리메드,16490.0,320.0,-1.90%,500.0,6274.0,1010.0,17.0,-1177.86,5.09,KOSDAQ
1977,이노메트리,10260.0,10.0,-0.10%,500.0,18564.0,1009.0,38.0,15.59,3.64,KOSDAQ
1978,트윔,13600.0,50.0,+0.37%,500.0,10170.0,1007.0,-65.0,-58.12,-6.9,KOSDAQ
1982,대한광통신,1352.0,28.0,-2.03%,500.0,228822.0,1007.0,35.0,-8.67,-1.26,KOSDAQ
1983,한송네오텍,1530.0,0.0,0.00%,100.0,0.0,1006.0,-112.0,-6.46,-26.88,KOSDAQ
1984,지니언스,10640.0,180.0,-1.66%,500.0,25243.0,1005.0,69.0,12.99,12.72,KOSDAQ
1985,시그네틱스,1172.0,35.0,+3.08%,500.0,472850.0,1005.0,89.0,-40.41,4.01,KOSDAQ
1986,폴라리스세원,1845.0,29.0,-1.55%,100.0,287054.0,1003.0,86.0,33.55,1.64,KOSDAQ
1990,인화정공,10730.0,20.0,-0.19%,500.0,24723.0,1001.0,99.0,-13.2,-3.05,KOSDAQ
1991,케이에스피,2765.0,65.0,-2.30%,500.0,54274.0,1001.0,35.0,12.57,7.22,KOSDAQ
1992,바이젠셀,5200.0,70.0,+1.36%,500.0,90052.0,997.0,-50.0,-5.68,-126.32,KOSDAQ
1993,다보링크,2330.0,60.0,-2.51%,100.0,832412.0,996.0,-29.0,-31.92,-14.91,KOSDAQ
1994,유니테크노,3980.0,150.0,-3.63%,500.0,233760.0,995.0,61.0,18.51,3.44,KOSDAQ
1998,라이트론,3470.0,170.0,+5.15%,500.0,901879.0,993.0,12.0,-9.11,-0.88,KOSDAQ
1999,알비더블유,3465.0,25.0,+0.73%,500.0,37336.0,992.0,28.0,-49.5,0.9,KOSDAQ
2000,이엠코리아,2330.0,20.0,+0.87%,500.0,80073.0,992.0,-23.0,-9.83,-5.32,KOSDAQ
2001,소마젠,5160.0,100.0,-1.90%,0.0,18575.0,992.0,-15.0,-1720.0,-2.12,KOSDAQ
2002,제노레이,6800.0,30.0,-0.44%,500.0,24576.0,990.0,149.0,7.74,13.52,KOSDAQ
2006,러셀,3100.0,55.0,+1.81%,100.0,114028.0,986.0,45.0,75.61,5.07,KOSDAQ
2007,와이씨켐,9750.0,70.0,+0.72%,1000.0,27160.0,986.0,53.0,116.07,4.21,KOSDAQ
2008,유니크,5100.0,30.0,-0.58%,500.0,50040.0,985.0,59.0,10.83,1.51,KOSDAQ
2009,국순당,5510.0,40.0,-0.72%,500.0,68279.0,984.0,91.0,-49.2,-1.75,KOSDAQ
2014,금강철강,5250.0,20.0,-0.38%,500.0,19203.0,983.0,49.0,15.72,3.47,KOSDAQ
2015,젬백스링크,1172.0,67.0,-5.41%,100.0,132531.0,982.0,-12.0,-6.77,-8.72,KOSDAQ
2016,지엘팜텍,1574.0,99.0,+6.71%,100.0,1520134.0,981.0,-33.0,-41.42,-2.17,KOSDAQ
2017,가온그룹,5780.0,30.0,-0.52%,500.0,85108.0,981.0,144.0,-5.22,2.71,KOSDAQ
2018,서호전기,19040.0,0.0,0.00%,500.0,1943.0,981.0,125.0,7.49,11.11,KOSDAQ
2022,엘티씨,11110.0,1740.0,+18.57%,500.0,1467507.0,980.0,108.0,-5.12,1.41,KOSDAQ
2023,오픈놀,9980.0,430.0,-4.13%,100.0,778336.0,979.0,7.0,-151.21,-2.34,KOSDAQ
2024,팬엔터테인먼트,3530.0,100.0,-2.75%,500.0,120340.0,978.0,9.0,103.82,-0.55,KOSDAQ
2025,코텍,6270.0,30.0,-0.48%,500.0,11216.0,977.0,273.0,11.72,7.07,KOSDAQ
2026,삼양옵틱스,9590.0,10.0,-0.10%,500.0,3879.0,973.0,110.0,76.72,16.06,KOSDAQ
2030,바이오솔루션,11950.0,450.0,-3.63%,500.0,15450.0,973.0,-53.0,-15.6,-8.69,KOSDAQ
2031,탑엔지니어링,5700.0,40.0,+0.71%,500.0,138907.0,973.0,-285.0,-4.02,-7.53,KOSDAQ
2032,덕신하우징,2110.0,10.0,+0.48%,100.0,323747.0,972.0,202.0,4.33,6.99,KOSDAQ
2033,모델솔루션,15200.0,310.0,-2.00%,500.0,11736.0,972.0,97.0,30.16,11.21,KOSDAQ
2034,에스텍,8910.0,10.0,+0.11%,500.0,7243.0,972.0,87.0,4.3,3.78,KOSDAQ
2040,유라테크,8400.0,130.0,-1.52%,500.0,49925.0,968.0,-4.0,7.3,0.6,KOSDAQ
2042,광무,2010.0,85.0,-4.06%,500.0,277920.0,963.0,24.0,-17.79,-6.14,KOSDAQ
2047,바이오톡스텍,6050.0,150.0,-2.42%,500.0,30756.0,965.0,8.0,-97.58,1.4,KOSDAQ
2049,하이텍팜,13610.0,50.0,-0.37%,500.0,3112.0,965.0,49.0,11.89,4.6,KOSDAQ
2050,로보로보,4740.0,45.0,-0.94%,100.0,64043.0,965.0,-2.0,83.16,-1.11,KOSDAQ
2051,모바일어플라이언스,2960.0,85.0,-2.79%,500.0,341448.0,964.0,-7.0,105.71,2.76,KOSDAQ
2055,디바이스이엔지,13690.0,10.0,-0.07%,500.0,3147.0,963.0,133.0,25.93,6.09,KOSDAQ
2056,인포뱅크,11080.0,280.0,-2.46%,500.0,34853.0,963.0,-3.0,16.06,1.44,KOSDAQ
2057,스피어파워,10130.0,730.0,+7.77%,500.0,132595.0,962.0,-73.0,-12.44,-10.63,KOSDAQ
2058,아이씨에이치,5660.0,60.0,-1.05%,500.0,95258.0,962.0,-76.0,-7.25,-9.34,KOSDAQ
2059,서남,4085.0,155.0,-3.66%,500.0,1614113.0,962.0,-24.0,-8.48,-10.76,KOSDAQ
2063,신신제약,6320.0,30.0,+0.48%,500.0,221942.0,959.0,54.0,19.57,3.7,KOSDAQ
2064,디티앤씨알오,7530.0,720.0,-8.73%,500.0,1660416.0,956.0,53.0,14.59,10.79,KOSDAQ
2065,EG,11080.0,470.0,-4.07%,1000.0,71682.0,956.0,-86.0,-8.67,-7.52,KOSDAQ
2066,디스플레이텍,5110.0,40.0,-0.78%,500.0,30797.0,955.0,31.0,21.12,3.67,KOSDAQ
2067,위지트,855.0,10.0,-1.16%,500.0,3282105.0,955.0,22.0,7.99,8.65,KOSDAQ
2071,와이어블,1801.0,0.0,0.00%,500.0,26605.0,952.0,34.0,51.46,1.83,KOSDAQ
2072,엠에스씨,5400.0,10.0,+0.19%,500.0,9160.0,950.0,247.0,5.12,9.13,KOSDAQ
2073,NE능률,5750.0,90.0,-1.54%,500.0,1039071.0,950.0,68.0,-95.83,4.02,KOSDAQ
2074,나노엔텍,3540.0,75.0,-2.07%,500.0,29020.0,949.0,44.0,-18.83,7.42,KOSDAQ
2075,나이스디앤비,6150.0,60.0,-0.97%,500.0,2756.0,947.0,155.0,6.96,13.58,KOSDAQ
2079,씨앤투스,3470.0,20.0,-0.57%,500.0,37899.0,946.0,267.0,78.86,10.18,KOSDAQ
2080,센코,2860.0,40.0,-1.38%,500.0,265068.0,944.0,28.0,-51.07,1.13,KOSDAQ
2081,라온시큐어,2440.0,160.0,-6.15%,500.0,1029976.0,943.0,43.0,12.71,10.99,KOSDAQ
2082,선진뷰티사이언스,7730.0,0.0,0.00%,500.0,21280.0,943.0,53.0,4.46,16.53,KOSDAQ
2083,카이노스메드,3370.0,150.0,-4.26%,500.0,57248.0,941.0,-162.0,-5.15,-39.32,KOSDAQ
2087,미투온,3000.0,30.0,-0.99%,500.0,57196.0,938.0,270.0,10.6,9.27,KOSDAQ
2088,정다운,2865.0,50.0,-1.72%,100.0,367520.0,936.0,184.0,4.04,9.24,KOSDAQ
2089,티쓰리,1394.0,21.0,+1.53%,100.0,689754.0,935.0,128.0,6.34,10.32,KOSDAQ
2090,케일럼,3490.0,25.0,-0.71%,500.0,158734.0,935.0,-35.0,-3.26,-19.43,KOSDAQ
2091,한국선재,3905.0,90.0,-2.25%,500.0,270953.0,934.0,113.0,17.91,5.93,KOSDAQ
2095,피제이메탈,3760.0,40.0,-1.05%,500.0,15857.0,933.0,104.0,8.89,5.86,KOSDAQ
2096,이노시스,1180.0,0.0,0.00%,500.0,0.0,931.0,4.0,-4.66,-17.38,KOSDAQ
2097,피엔티엠에스,9210.0,0.0,0.00%,500.0,0.0,930.0,-59.0,-9.81,-14.71,KOSDAQ
2098,디케이락,9120.0,80.0,-0.87%,500.0,49286.0,926.0,114.0,6.56,3.58,KOSDAQ
2099,오상자이엘,5190.0,50.0,-0.95%,500.0,25385.0,921.0,37.0,4.54,8.68,KOSDAQ
2103,화인써키트,7760.0,90.0,-1.15%,100.0,14767.0,919.0,41.0,53.89,7.31,KOSDAQ
2104,마이크로투나노,15500.0,390.0,+2.58%,500.0,48394.0,917.0,63.0,13.08,12.24,KOSDAQ
