,종목명,현재가,전일비,등락률,액면가,거래량,시가총액,영업이익,PER,ROA,시장
897,바텍,32700.0,100.0,+0.31%,500.0,13316.0,4857.0,796.0,7.41,16.89,KOSDAQ
898,다원시스,14110.0,270.0,-1.88%,500.0,144234.0,4835.0,-1593.0,-5.18,-22.52,KOSDAQ
899,오픈엣지테크놀로지,22500.0,1550.0,+7.40%,100.0,4358462.0,4828.0,-253.0,-14.26,-56.09,KOSDAQ
900,유티아이,29400.0,700.0,-2.33%,500.0,77060.0,4788.0,-46.0,-30.91,-11.54,KOSDAQ
904,콜마비앤에이치,16110.0,40.0,-0.25%,500.0,23846.0,4759.0,611.0,17.55,6.99,KOSDAQ
905,다우데이타,12420.0,80.0,-0.64%,500.0,44303.0,4757.0,7767.0,1.92,1.52,KOSDAQ
906,아이티엠반도체,20950.0,300.0,-1.41%,500.0,7902.0,4752.0,-162.0,-11.54,-3.38,KOSDAQ
907,서부T&D,7590.0,30.0,+0.40%,500.0,82957.0,4673.0,192.0,30.6,1.23,KOSDAQ
908,비올,7990.0,160.0,-1.96%,100.0,900195.0,4661.0,129.0,23.71,30.83,KOSDAQ
913,휴온스,38350.0,0.0,0.00%,500.0,23121.0,4594.0,409.0,10.35,4.97,KOSDAQ
914,NHN KCP,11350.0,1220.0,+12.04%,500.0,5245910.0,4558.0,442.0,12.46,7.93,KOSDAQ
915,텔레칩스,29950.0,2000.0,+7.16%,500.0,2287769.0,4536.0,92.0,15.34,17.74,KOSDAQ
921,지아이이노베이션,19940.0,310.0,-1.53%,500.0,113584.0,4401.0,-680.0,-4.84,-55.79,KOSDAQ
922,제우스,42550.0,150.0,-0.35%,500.0,164980.0,4399.0,463.0,15.66,6.17,KOSDAQ
923,바디텍메드,18320.0,220.0,+1.22%,1000.0,115584.0,4303.0,247.0,16.62,13.04,KOSDAQ
924,인텍플러스,33450.0,700.0,+2.14%,500.0,128230.0,4294.0,194.0,-151.36,14.61,KOSDAQ
925,제넥신,10280.0,320.0,-3.02%,500.0,846246.0,4267.0,-337.0,-3.64,-11.14,KOSDAQ
929,티에프이,36850.0,1850.0,-4.78%,100.0,318624.0,4194.0,65.0,51.18,9.75,KOSDAQ
931,유진로봇,11030.0,250.0,-2.22%,500.0,739431.0,4138.0,36.0,-256.51,8.54,KOSDAQ
932,월덱스,24950.0,400.0,+1.63%,500.0,116113.0,4119.0,507.0,7.25,17.52,KOSDAQ
933,RFHIC,15370.0,140.0,-0.90%,500.0,61412.0,4117.0,8.0,-334.13,1.06,KOSDAQ
937,KG ETS,11430.0,310.0,-2.64%,500.0,179227.0,4115.0,3562.0,2.19,22.18,KOSDAQ
938,테스,20700.0,200.0,+0.98%,500.0,87601.0,4092.0,559.0,27.67,13.89,KOSDAQ
939,에스티큐브,8780.0,130.0,-1.46%,500.0,97063.0,4063.0,-189.0,-18.52,-43.46,KOSDAQ
940,케이아이엔엑스,82600.0,2700.0,-3.17%,500.0,24646.0,4031.0,259.0,15.04,14.99,KOSDAQ
941,네패스,17400.0,340.0,+1.99%,500.0,152405.0,4012.0,-67.0,4.37,8.45,KOSDAQ
945,모트렉스,15980.0,210.0,-1.30%,500.0,260485.0,3973.0,588.0,9.89,8.02,KOSDAQ
946,에이디테크놀로지,29500.0,1850.0,+6.69%,500.0,1966023.0,3961.0,44.0,-40.08,2.4,KOSDAQ
947,태광,14940.0,100.0,-0.66%,500.0,84514.0,3959.0,454.0,7.17,6.69,KOSDAQ
948,현대무벡스,3365.0,35.0,-1.03%,100.0,411398.0,3956.0,122.0,134.6,4.29,KOSDAQ
949,티이엠씨,37150.0,250.0,+0.68%,500.0,51373.0,3948.0,533.0,7.78,28.73,KOSDAQ
953,코스메카코리아,36900.0,1200.0,-3.15%,500.0,51906.0,3941.0,104.0,34.75,1.53,KOSDAQ
954,지노믹트리,16400.0,900.0,-5.20%,500.0,490570.0,3938.0,24.0,-29.13,-3.67,KOSDAQ
955,코난테크놀로지,34450.0,1400.0,-3.91%,500.0,131288.0,3933.0,-40.0,-58.0,-8.75,KOSDAQ
957,휴메딕스,34750.0,1400.0,-3.87%,500.0,110292.0,3888.0,260.0,18.38,10.0,KOSDAQ
961,동운아나텍,20500.0,200.0,-0.97%,500.0,311197.0,3885.0,-63.0,17.13,-13.32,KOSDAQ
962,인터로조,29300.0,1050.0,-3.46%,500.0,101295.0,3872.0,311.0,15.05,9.75,KOSDAQ
963,HLB제약,12640.0,70.0,+0.56%,500.0,175790.0,3810.0,-64.0,-15.14,-8.73,KOSDAQ
964,디아이티,19990.0,610.0,-2.96%,100.0,558181.0,3778.0,55.0,34.29,3.23,KOSDAQ
965,위메이드맥스,11260.0,160.0,-1.40%,500.0,119907.0,3749.0,253.0,62.56,25.61,KOSDAQ
969,코미팜,5290.0,70.0,-1.31%,100.0,46292.0,3735.0,-38.0,-39.19,-6.59,KOSDAQ
970,카페24,16580.0,1280.0,-7.17%,500.0,351207.0,3730.0,-297.0,-13.5,-13.17,KOSDAQ
971,에이피티씨,15500.0,10.0,+0.06%,100.0,88343.0,3717.0,309.0,378.05,18.45,KOSDAQ
972,바이오플러스,6410.0,130.0,-1.99%,500.0,350106.0,3713.0,253.0,15.56,17.63,KOSDAQ
973,테크윙,9900.0,450.0,+4.76%,500.0,784069.0,3698.0,577.0,49.75,6.67,KOSDAQ
977,동성화인텍,12310.0,70.0,-0.57%,500.0,74041.0,3692.0,153.0,16.22,2.64,KOSDAQ
978,디이엔티,16530.0,250.0,-1.49%,500.0,177485.0,3640.0,-45.0,-39.74,-7.49,KOSDAQ
979,한글과컴퓨터,15010.0,240.0,-1.57%,500.0,533425.0,3629.0,250.0,10.25,2.17,KOSDAQ
980,레이,23600.0,1000.0,-4.07%,500.0,116470.0,3606.0,162.0,47.01,3.98,KOSDAQ
981,엘오티베큠,20200.0,150.0,-0.74%,500.0,250747.0,3598.0,298.0,7.75,7.52,KOSDAQ
985,코엔텍,7160.0,30.0,-0.42%,500.0,57905.0,3580.0,484.0,11.08,19.68,KOSDAQ
986,켐트로닉스,23550.0,500.0,-2.08%,500.0,181872.0,3572.0,225.0,-27.94,1.39,KOSDAQ
987,넵튠,7660.0,200.0,-2.54%,500.0,41743.0,3566.0,-287.0,-5.49,-38.21,KOSDAQ
988,쏠리드,5820.0,0.0,0.00%,500.0,357628.0,3563.0,286.0,8.14,7.42,KOSDAQ
994,성광벤드,12440.0,20.0,-0.16%,500.0,123715.0,3558.0,268.0,10.92,7.69,KOSDAQ
995,제룡전기,22150.0,550.0,-2.42%,500.0,226427.0,3558.0,160.0,8.28,15.1,KOSDAQ
996,인선이엔티,7640.0,70.0,-0.91%,500.0,96262.0,3557.0,332.0,17.93,4.2,KOSDAQ
997,하이록코리아,27500.0,100.0,-0.36%,500.0,42167.0,3535.0,407.0,7.91,8.68,KOSDAQ
998,뉴로메카,33750.0,450.0,-1.32%,500.0,210532.0,3526.0,-78.0,-36.25,-24.06,KOSDAQ
1002,티앤엘,43050.0,350.0,-0.81%,500.0,51337.0,3499.0,243.0,12.64,19.62,KOSDAQ
1003,넥스트칩,19340.0,620.0,+3.31%,500.0,829071.0,3491.0,-274.0,-15.72,-65.88,KOSDAQ
1004,박셀바이오,18160.0,240.0,-1.30%,500.0,251348.0,3480.0,-82.0,-37.83,-24.62,KOSDAQ
1005,이엔에프테크놀로지,24350.0,600.0,+2.53%,500.0,81722.0,3479.0,646.0,52.93,7.23,KOSDAQ
1006,매일유업,44350.0,200.0,-0.45%,500.0,3518.0,3479.0,607.0,8.02,1.48,KOSDAQ
1010,디오,21800.0,250.0,-1.13%,500.0,64266.0,3462.0,-44.0,-40.15,-5.93,KOSDAQ
1011,원익머트리얼즈,27450.0,700.0,+2.62%,500.0,52724.0,3461.0,888.0,9.61,11.04,KOSDAQ
1012,삼표시멘트,3200.0,35.0,-1.08%,500.0,60508.0,3453.0,711.0,9.07,2.11,KOSDAQ
1013,제이엘케이,21200.0,1550.0,-6.81%,100.0,750741.0,3428.0,-86.0,-52.61,-24.25,KOSDAQ
1014,티로보틱스,20650.0,1200.0,-5.49%,500.0,490379.0,3406.0,-23.0,-7.46,-1.52,KOSDAQ
1018,비츠로셀,15040.0,300.0,-1.96%,500.0,199505.0,3400.0,288.0,9.57,10.42,KOSDAQ
1019,KH바텍,14220.0,150.0,-1.04%,500.0,120399.0,3367.0,325.0,9.21,6.88,KOSDAQ
1020,감성코퍼레이션,3675.0,95.0,-2.52%,500.0,575906.0,3333.0,162.0,17.67,23.47,KOSDAQ
1021,로보티즈,26050.0,450.0,-1.70%,500.0,151754.0,3326.0,-22.0,704.05,-0.22,KOSDAQ
1022,한국정보통신,8840.0,50.0,-0.56%,500.0,13448.0,3310.0,270.0,10.17,5.42,KOSDAQ
1026,제이브이엠,27350.0,300.0,+1.11%,500.0,93425.0,3307.0,220.0,17.85,7.12,KOSDAQ
1027,시노펙스,4135.0,45.0,+1.10%,500.0,1054843.0,3296.0,129.0,51.69,3.98,KOSDAQ
1028,신흥에스이씨,42350.0,650.0,-1.51%,2500.0,8522.0,3296.0,310.0,18.94,3.27,KOSDAQ
1029,유바이오로직스,9040.0,100.0,-1.09%,500.0,125681.0,3296.0,-38.0,-75.33,-2.2,KOSDAQ
1030,디알텍,4515.0,245.0,-5.15%,100.0,1427994.0,3268.0,49.0,125.42,5.54,KOSDAQ
1034,상아프론테크,20400.0,250.0,-1.21%,500.0,61111.0,3262.0,129.0,55.59,2.27,KOSDAQ
1035,인바디,23800.0,200.0,-0.83%,500.0,13391.0,3257.0,407.0,9.21,15.15,KOSDAQ
1036,태웅,16270.0,420.0,-2.52%,500.0,82371.0,3255.0,29.0,11.77,0.07,KOSDAQ
1037,KG이니시스,11630.0,70.0,+0.61%,500.0,47696.0,3245.0,1065.0,4.56,4.88,KOSDAQ
1038,칩스앤미디어,33650.0,4550.0,+15.64%,500.0,5669839.0,3244.0,73.0,5608.33,18.28,KOSDAQ
1042,예스티,16980.0,2210.0,+14.96%,500.0,1886829.0,3234.0,-169.0,-10.02,-2.58,KOSDAQ
1043,덕산하이메탈,7110.0,120.0,+1.72%,200.0,297141.0,3231.0,-27.0,40.4,1.78,KOSDAQ
1044,엑세스바이오,8730.0,130.0,-1.47%,0.0,179735.0,3170.0,4692.0,45.47,52.69,KOSDAQ
1045,서희건설,1377.0,12.0,+0.88%,500.0,190551.0,3164.0,2061.0,2.83,6.38,KOSDAQ
1046,펌텍코리아,25250.0,850.0,-3.26%,500.0,17584.0,3131.0,265.0,14.2,6.43,KOSDAQ
1050,비즈니스온,13840.0,10.0,-0.07%,500.0,71606.0,3122.0,121.0,23.78,13.92,KOSDAQ
1051,큐리옥스바이오시스템즈,38900.0,350.0,-0.89%,500.0,516228.0,3117.0,-114.0,-22.23,-22.02,KOSDAQ
1052,AP시스템,20300.0,200.0,+1.00%,500.0,94636.0,3102.0,905.0,4.76,16.84,KOSDAQ
1053,LB세미콘,7080.0,350.0,+5.20%,500.0,552898.0,3100.0,568.0,-38.9,6.09,KOSDAQ
1054,와이아이케이,3770.0,45.0,+1.21%,100.0,80370.0,3093.0,364.0,20.6,7.02,KOSDAQ
1058,에코마케팅,9550.0,80.0,-0.83%,100.0,112522.0,3091.0,566.0,9.35,15.46,KOSDAQ
1059,덕산테코피아,16810.0,370.0,-2.15%,500.0,78071.0,3089.0,93.0,46.18,5.55,KOSDAQ
1060,바이오다인,49900.0,900.0,-1.77%,500.0,40949.0,3085.0,67.0,63.24,12.3,KOSDAQ
1061,새빗켐,63200.0,1100.0,-1.71%,500.0,9173.0,3072.0,102.0,86.34,13.57,KOSDAQ
1062,솔트룩스,27300.0,50.0,-0.18%,500.0,186749.0,3071.0,-20.0,-19.35,-11.8,KOSDAQ
1066,하림,2885.0,20.0,-0.69%,500.0,271032.0,3064.0,468.0,4.73,0.57,KOSDAQ
1067,HB솔루션,4425.0,195.0,+4.61%,500.0,2172923.0,3062.0,271.0,4.84,23.34,KOSDAQ
1068,동원개발,3370.0,150.0,-4.26%,500.0,324993.0,3060.0,1033.0,4.26,6.2,KOSDAQ
1069,한선엔지니어링,17920.0,410.0,-2.24%,500.0,13462282.0,3047.0,72.0,41.1,11.51,KOSDAQ
1070,이오플로우,10010.0,560.0,+5.93%,100.0,1534188.0,3045.0,-343.0,-8.76,-29.13,KOSDAQ
1075,코오롱생명과학,26550.0,450.0,-1.67%,500.0,6641.0,3030.0,16.0,-29.27,0.78,KOSDAQ
1076,인트론바이오,8860.0,40.0,+0.45%,500.0,2183609.0,3026.0,-15.0,-35.02,3.88,KOSDAQ
1077,모두투어,16000.0,580.0,-3.50%,500.0,78175.0,3024.0,-163.0,44.08,-4.56,KOSDAQ
1078,새로닉스,24300.0,500.0,-2.02%,500.0,27329.0,3019.0,5.0,14.07,31.58,KOSDAQ
1079,미래반도체,20750.0,750.0,+3.75%,100.0,222375.0,2996.0,221.0,34.53,14.47,KOSDAQ
1083,코윈테크,28050.0,750.0,-2.60%,500.0,95182.0,2984.0,148.0,33.23,3.76,KOSDAQ
1084,원익피앤이,6280.0,200.0,-3.09%,500.0,272332.0,2980.0,39.0,-17.3,0.01,KOSDAQ
1085,하이비젼시스템,19940.0,340.0,+1.73%,500.0,159680.0,2979.0,251.0,5.31,8.9,KOSDAQ
1086,CMG제약,2145.0,50.0,-2.28%,500.0,363597.0,2979.0,30.0,73.97,-0.19,KOSDAQ
1087,나노팀,15550.0,120.0,+0.78%,500.0,374437.0,2978.0,30.0,70.68,10.03,KOSDAQ
1091,미코,8880.0,80.0,+0.91%,500.0,96865.0,2967.0,643.0,-5.12,-4.31,KOSDAQ
1092,제테마,16530.0,330.0,-1.96%,500.0,29466.0,2952.0,40.0,-16.22,0.87,KOSDAQ
1094,랩지노믹스,3960.0,170.0,-4.12%,500.0,2022883.0,2940.0,662.0,69.47,21.07,KOSDAQ
1099,프레스티지바이오로직스,4800.0,115.0,-2.34%,500.0,136640.0,2939.0,-221.0,-9.7,-6.38,KOSDAQ
1100,알멕,45550.0,500.0,+1.11%,500.0,58946.0,2911.0,113.0,39.85,3.04,KOSDAQ
1101,토비스,17800.0,810.0,-4.35%,500.0,270239.0,2896.0,70.0,31.79,-1.29,KOSDAQ
1102,톱텍,7610.0,40.0,+0.53%,500.0,23906.0,2894.0,208.0,11.21,1.35,KOSDAQ
1103,에이스침대,26050.0,250.0,-0.95%,1000.0,831.0,2889.0,653.0,6.04,8.19,KOSDAQ
1107,LS마린솔루션,11110.0,140.0,-1.24%,1000.0,137104.0,2882.0,-66.0,-124.83,-10.52,KOSDAQ
1109,퓨런티어,34950.0,1500.0,+4.48%,500.0,299342.0,2860.0,16.0,29.35,5.94,KOSDAQ
1110,디앤씨미디어,23250.0,950.0,-3.93%,500.0,83523.0,2854.0,59.0,60.55,6.75,KOSDAQ
1111,HLB테라퓨틱스,3890.0,25.0,-0.64%,500.0,124614.0,2852.0,-79.0,-56.38,-6.42,KOSDAQ
1115,CJ프레시웨이,23900.0,600.0,-2.45%,1000.0,29818.0,2837.0,978.0,7.09,3.87,KOSDAQ
1116,에스에이엠티,2815.0,25.0,-0.88%,500.0,154817.0,2815.0,788.0,8.74,9.14,KOSDAQ
1117,케이티알파,5710.0,80.0,+1.42%,1000.0,80515.0,2799.0,152.0,13.69,3.05,KOSDAQ
1118,대명에너지,16350.0,180.0,-1.09%,100.0,17849.0,2788.0,256.0,13.17,10.74,KOSDAQ
1119,갤럭시아머니트리,7080.0,240.0,+3.51%,500.0,4718043.0,2777.0,86.0,393.33,1.65,KOSDAQ
1123,휴온스글로벌,21950.0,400.0,-1.79%,500.0,9882.0,2770.0,865.0,-5.7,-2.65,KOSDAQ
1125,석경에이티,50700.0,1000.0,-1.93%,500.0,8484.0,2766.0,47.0,106.07,14.34,KOSDAQ
1126,휴마시스,2130.0,45.0,-2.07%,100.0,1189224.0,2756.0,2147.0,-3.6,45.19,KOSDAQ
1127,뷰웍스,27500.0,200.0,-0.72%,500.0,10764.0,2751.0,437.0,18.0,10.0,KOSDAQ
1131,유진기업,3550.0,5.0,-0.14%,500.0,172536.0,2745.0,547.0,4.33,1.45,KOSDAQ
1132,네패스아크,22450.0,2150.0,+10.59%,500.0,185260.0,2735.0,225.0,-59.08,5.87,KOSDAQ
1133,메디포스트,7950.0,20.0,+0.25%,500.0,62080.0,2720.0,-174.0,10.17,0.65,KOSDAQ
1134,로보스타,27900.0,100.0,-0.36%,500.0,87632.0,2720.0,18.0,-372.0,2.51,KOSDAQ
1135,해성산업,8350.0,150.0,-1.76%,500.0,24862.0,2718.0,2104.0,-9.8,4.31,KOSDAQ
1139,슈어소프트테크,5160.0,300.0,-5.49%,100.0,996472.0,2715.0,97.0,27.02,10.93,KOSDAQ
1140,한양이엔지,15060.0,30.0,+0.20%,500.0,85722.0,2711.0,753.0,4.28,10.29,KOSDAQ
1141,비나텍,46650.0,100.0,-0.21%,500.0,66749.0,2707.0,94.0,161.98,10.07,KOSDAQ
1142,다날,3925.0,35.0,-0.88%,500.0,473594.0,2706.0,-28.0,-24.84,-4.33,KOSDAQ
1143,샘씨엔에스,5380.0,70.0,+1.32%,500.0,79087.0,2698.0,149.0,50.75,8.39,KOSDAQ
1147,비씨엔씨,21100.0,300.0,+1.44%,500.0,125410.0,2692.0,116.0,47.52,11.22,KOSDAQ
1148,엠케이전자,12160.0,220.0,+1.84%,500.0,83086.0,2683.0,803.0,-10.31,0.14,KOSDAQ
1149,글로벌텍스프리,4780.0,105.0,+2.25%,500.0,2238646.0,2679.0,-27.0,88.52,-10.35,KOSDAQ
1150,딥노이드,24750.0,150.0,-0.60%,500.0,380250.0,2677.0,-62.0,-41.95,-32.21,KOSDAQ
1151,아주IB투자,2215.0,5.0,+0.23%,500.0,107022.0,2677.0,48.0,18.77,0.53,KOSDAQ
1156,YTN,6370.0,80.0,+1.27%,1000.0,287200.0,2675.0,53.0,-68.49,1.52,KOSDAQ
1157,아나패스,22250.0,300.0,+1.37%,500.0,153707.0,2664.0,-70.0,-17.32,-12.45,KOSDAQ
1158,원준,17430.0,250.0,-1.41%,100.0,37135.0,2662.0,109.0,60.31,10.0,KOSDAQ
1159,미래컴퍼니,30150.0,250.0,-0.82%,500.0,54449.0,2659.0,255.0,20.32,17.67,KOSDAQ
1160,한솔아이원스,9010.0,60.0,-0.66%,500.0,57983.0,2645.0,361.0,23.34,13.92,KOSDAQ
1164,하이드로리튬,11810.0,190.0,+1.64%,200.0,2153206.0,2638.0,-38.0,-25.24,-3.97,KOSDAQ
1165,더네이쳐홀딩스,17890.0,540.0,-2.93%,500.0,153847.0,2632.0,908.0,4.05,14.66,KOSDAQ
1166,케이알엠,8990.0,20.0,-0.22%,500.0,118308.0,2626.0,2.0,-13.77,-13.49,KOSDAQ
1167,원익홀딩스,3390.0,15.0,-0.44%,500.0,48208.0,2618.0,1050.0,12.02,6.83,KOSDAQ
1168,유니테스트,12380.0,90.0,+0.73%,500.0,76495.0,2616.0,-60.0,27.45,-3.14,KOSDAQ
1172,씨에스베어링,9570.0,220.0,-2.25%,500.0,211806.0,2610.0,-88.0,-23.63,-11.9,KOSDAQ
1173,케이엔솔,20050.0,300.0,-1.47%,500.0,144783.0,2606.0,220.0,27.96,5.32,KOSDAQ
1174,노바텍,24600.0,50.0,-0.20%,500.0,17303.0,2602.0,265.0,9.26,10.01,KOSDAQ
1175,쎄트렉아이,28600.0,200.0,-0.69%,500.0,17963.0,2598.0,-77.0,-20.71,-1.15,KOSDAQ
1176,에치에프알,19230.0,460.0,-2.34%,500.0,59545.0,2594.0,902.0,5.13,25.99,KOSDAQ
1180,미래에셋벤처투자,4775.0,0.0,0.00%,1000.0,37501.0,2586.0,592.0,6.51,5.89,KOSDAQ
1181,동국산업,4760.0,100.0,-2.06%,1000.0,52925.0,2582.0,12.0,-16.53,0.27,KOSDAQ
1182,컨텍,17820.0,750.0,+4.39%,500.0,1284947.0,2563.0,-19.0,-5.65,-41.01,KOSDAQ
1184,바이넥스,8040.0,10.0,-0.12%,500.0,61614.0,2554.0,172.0,19.01,4.33,KOSDAQ
1188,아미코젠,12880.0,60.0,-0.46%,500.0,251821.0,2544.0,-49.0,-9.37,-10.89,KOSDAQ
1189,삼목에스폼,17120.0,190.0,-1.10%,500.0,10208.0,2517.0,694.0,3.13,10.14,KOSDAQ
1190,파워로직스,7040.0,270.0,-3.69%,500.0,746858.0,2513.0,-391.0,-9.18,-12.98,KOSDAQ
1191,티엘비,25500.0,1150.0,+4.72%,500.0,185558.0,2507.0,385.0,48.85,21.07,KOSDAQ
1192,유니셈,8120.0,120.0,+1.50%,500.0,186529.0,2490.0,290.0,14.79,8.38,KOSDAQ
1196,코나아이,16560.0,50.0,-0.30%,500.0,43562.0,2484.0,488.0,9.75,4.7,KOSDAQ
1197,부방,4135.0,5.0,+0.12%,500.0,1825409.0,2483.0,9.0,7.85,8.74,KOSDAQ
1198,대아티아이,3520.0,85.0,+2.47%,100.0,3260333.0,2481.0,94.0,28.16,4.26,KOSDAQ
1199,한국알콜,11460.0,140.0,+1.24%,500.0,114393.0,2476.0,252.0,17.29,5.88,KOSDAQ
1200,잉글우드랩,12460.0,320.0,-2.50%,0.0,170143.0,2476.0,99.0,14.4,5.51,KOSDAQ
1204,디엔에프,21350.0,450.0,-2.06%,500.0,245905.0,2471.0,163.0,-91.24,3.03,KOSDAQ
1205,인터플렉스,10550.0,130.0,+1.25%,500.0,58606.0,2461.0,261.0,17.5,4.76,KOSDAQ
1206,이트론,271.0,0.0,0.00%,200.0,0.0,2456.0,-1.0,-10.04,-18.38,KOSDAQ
1207,셀리버리,6680.0,0.0,0.00%,500.0,0.0,2449.0,-669.0,-3.5,-70.06,KOSDAQ
1208,휴림로봇,1382.0,24.0,-1.71%,200.0,867702.0,2446.0,-75.0,-9.73,-11.27,KOSDAQ
1212,엠에스오토텍,5300.0,40.0,-0.75%,500.0,125308.0,2420.0,1491.0,6.32,7.93,KOSDAQ
1213,유비쿼스홀딩스,12930.0,270.0,-2.05%,500.0,7658.0,2417.0,274.0,14.45,7.47,KOSDAQ
1214,디와이피엔에프,22550.0,1550.0,+7.38%,500.0,112992.0,2416.0,-118.0,119.31,-5.91,KOSDAQ
1215,에코앤드림,21150.0,250.0,-1.17%,500.0,48481.0,2414.0,23.0,-21.85,0.07,KOSDAQ
1216,에스비비테크,39000.0,1700.0,-4.18%,500.0,144180.0,2408.0,-18.0,-37.5,-21.77,KOSDAQ
1220,선익시스템,25500.0,450.0,+1.80%,500.0,64918.0,2391.0,44.0,52.9,-2.85,KOSDAQ
1221,스마트레이더시스템,15910.0,560.0,+3.65%,500.0,2916325.0,2388.0,-55.0,-24.7,-53.8,KOSDAQ
1222,에스와이,4860.0,160.0,+3.40%,500.0,977893.0,2377.0,140.0,65.68,2.0,KOSDAQ
1223,상상인,4295.0,55.0,-1.26%,1000.0,16519.0,2376.0,649.0,-5.98,0.7,KOSDAQ
1224,에이프릴바이오,11080.0,440.0,-3.82%,1000.0,111966.0,2374.0,-115.0,-22.66,-13.53,KOSDAQ
1228,나스미디어,20500.0,0.0,0.00%,500.0,23268.0,2371.0,331.0,11.25,5.74,KOSDAQ
1229,하이딥,1652.0,105.0,+6.79%,100.0,1388428.0,2371.0,-23.0,-34.42,-26.47,KOSDAQ
1230,아이쓰리시스템,33350.0,750.0,-2.20%,500.0,30754.0,2370.0,57.0,22.28,5.6,KOSDAQ
1231,피엔에이치테크,24400.0,50.0,-0.20%,500.0,145382.0,2370.0,48.0,47.2,15.63,KOSDAQ
1237,상신이디피,17360.0,60.0,-0.34%,500.0,86338.0,2366.0,328.0,7.21,11.01,KOSDAQ
1238,유비케어,4530.0,60.0,-1.31%,500.0,53567.0,2365.0,67.0,-503.33,2.64,KOSDAQ
1239,제주반도체,6840.0,650.0,+10.50%,500.0,24466495.0,2356.0,282.0,31.81,14.37,KOSDAQ
1240,폴라리스오피스,4735.0,75.0,-1.56%,500.0,1353803.0,2354.0,17.0,10.27,19.75,KOSDAQ
1241,필옵틱스,10100.0,210.0,+2.12%,500.0,158113.0,2352.0,181.0,-11.85,0.83,KOSDAQ
1245,이랜텍,9290.0,100.0,-1.06%,500.0,58870.0,2350.0,798.0,32.48,9.63,KOSDAQ
1246,아이디스,21900.0,450.0,-2.01%,500.0,70747.0,2347.0,278.0,24.75,4.5,KOSDAQ
1247,헬릭스미스,5630.0,400.0,+7.65%,500.0,747789.0,2342.0,-526.0,-5.98,-16.05,KOSDAQ
1248,마크로젠,21350.0,150.0,-0.70%,500.0,868832.0,2315.0,53.0,-10.38,-7.57,KOSDAQ
1253,자이언트스텝,10440.0,560.0,-5.09%,500.0,91917.0,2310.0,-179.0,-11.2,-8.74,KOSDAQ
1254,컴투스홀딩스,35000.0,2150.0,+6.54%,500.0,157989.0,2308.0,-264.0,-7.58,-12.13,KOSDAQ
1255,KX,5070.0,250.0,-4.70%,500.0,90500.0,2299.0,786.0,7.58,4.42,KOSDAQ
1256,포인트모바일,18100.0,0.0,0.00%,100.0,0.0,2292.0,3.0,57.46,-3.19,KOSDAQ
1257,올릭스,14310.0,190.0,+1.35%,500.0,62239.0,2291.0,-224.0,-13.58,-19.96,KOSDAQ
1262,BGF에코머티리얼즈,4220.0,40.0,-0.94%,500.0,163951.0,2280.0,159.0,-25.12,8.77,KOSDAQ
1264,한국파마,20750.0,550.0,+2.72%,500.0,146109.0,2263.0,62.0,-93.05,-0.86,KOSDAQ
1265,씨티씨바이오,9330.0,60.0,+0.65%,500.0,90245.0,2256.0,117.0,-32.51,3.39,KOSDAQ
1269,진성티이씨,9990.0,80.0,-0.79%,500.0,95286.0,2246.0,663.0,7.49,11.9,KOSDAQ
1270,시너지이노베이션,2715.0,5.0,+0.18%,500.0,154670.0,2246.0,12.0,17.63,10.61,KOSDAQ
1271,AP위성,14840.0,240.0,+1.64%,500.0,319272.0,2238.0,45.0,24.9,3.7,KOSDAQ
1272,인트로메딕,5850.0,0.0,0.00%,100.0,0.0,2237.0,-37.0,-14.62,-52.0,KOSDAQ
1273,이녹스,23800.0,650.0,-2.66%,500.0,29138.0,2234.0,216.0,30.71,4.62,KOSDAQ
1277,아바텍,14310.0,30.0,+0.21%,500.0,12040.0,2233.0,-54.0,-220.15,-2.85,KOSDAQ
1278,양지사,13970.0,310.0,-2.17%,500.0,64682.0,2232.0,-69.0,96.34,0.63,KOSDAQ
1279,엠아이텍,6910.0,80.0,-1.14%,500.0,38266.0,2230.0,203.0,12.25,22.19,KOSDAQ
1280,스톰테크,16530.0,200.0,-1.20%,100.0,5915115.0,2221.0,118.0,17.24,20.48,KOSDAQ
1281,나이스정보통신,22000.0,500.0,-2.22%,500.0,10099.0,2200.0,481.0,6.06,4.34,KOSDAQ
1285,뉴파워프라즈마,5020.0,70.0,-1.38%,100.0,46983.0,2193.0,141.0,9.3,3.47,KOSDAQ
1286,GST,23450.0,200.0,+0.86%,500.0,41585.0,2185.0,569.0,5.56,20.78,KOSDAQ
1287,네오위즈홀딩스,24600.0,450.0,-1.80%,500.0,23436.0,2179.0,70.0,-7.97,-7.26,KOSDAQ
1288,아비코전자,16350.0,710.0,+4.54%,500.0,282899.0,2173.0,113.0,-860.53,6.47,KOSDAQ
1289,이베스트투자증권,3905.0,20.0,+0.51%,5000.0,26757.0,2167.0,418.0,22.19,0.45,KOSDAQ
1293,나무가,13230.0,140.0,+1.07%,500.0,62611.0,2150.0,324.0,25.54,15.96,KOSDAQ
1294,HB테크놀러지,2315.0,5.0,+0.22%,500.0,1143856.0,2146.0,69.0,3.9,9.25,KOSDAQ
1295,비에이치아이,6930.0,80.0,-1.14%,500.0,76733.0,2144.0,81.0,-17.81,-4.55,KOSDAQ
